ApplicantID,Age,AnnualIncome,EmploymentType,CreditScore,LoanAmount,LoanTermMonths,NumExistingLoans,HomeOwnership,MaritalStatus,LoanPurpose,DebtToIncomeRatio,LoanDefault
LN6688,45,61144.37,Business Owner,737.0,3349.66,24,2,Rent,Single,Other,0.066,0
LN6689,50,39529.69,Salaried,772.0,36192.06,12,0,Rent,Married,Business,0.917,0
LN6690,34,59289.69,Unemployed,694.0,6675.19,48,0,Rent,Married,Medical,0.128,0
LN6691,27,44559.44,Salaried,638.0,61377.87,24,0,Mortgage,Single,Home Improvement,1.48,0
LN6692,37,50703.33,Self-Employed,629.0,47645.54,24,0,Rent,Single,Medical,0.761,0
LN6693,64,61239.23,Salaried,699.0,6033.31,12,3,Own,Married,Education,0.079,0
LN6694,40,41150.48,Salaried,670.0,21812.14,12,3,Rent,Married,Debt Consolidation,0.628,0
LN6695,56,29791.4,Self-Employed,502.0,7256.65,24,2,Rent,Married,Business,0.274,1
LN6696,29,37565.59,Self-Employed,702.0,9102.97,12,3,Own,Married,Business,0.229,0
LN6697,58,89104.9,Business Owner,573.0,9227.1,36,1,Mortgage,Married,Medical,0.108,0
LN6698,42,51952.57,Salaried,522.0,17479.05,48,1,Own,Single,Medical,0.276,0
LN6699,22,32130.17,Salaried,500.0,16232.68,24,2,Rent,Married,Debt Consolidation,0.453,0
LN6700,44,59920.88,Salaried,631.0,6496.67,48,1,Mortgage,Divorced,Business,0.11,0
LN6701,28,61954.64,Unemployed,559.0,17395.57,24,0,Rent,Divorced,Debt Consolidation,0.342,0
LN6702,31,63576.52,Salaried,441.0,11819.84,24,1,Own,Divorced,Medical,0.193,0
LN6703,33,30063.93,Salaried,618.0,4481.3,24,1,Own,Single,Other,0.163,0
LN6704,37,34849.86,Salaried,606.0,10296.72,36,0,Rent,Married,Medical,0.365,0
LN6705,28,34946.91,Self-Employed,637.0,36179.8,36,2,Rent,Divorced,Home Improvement,0.988,0
LN6706,41,40932.35,Salaried,593.0,10507.36,36,3,Rent,Married,Medical,0.295,1
LN6707,38,64180.81,Unemployed,815.0,4441.19,48,2,Mortgage,Single,Medical,0.085,0
LN6708,50,56845.5,Salaried,697.0,21778.53,36,5,Own,Divorced,Other,0.345,0
LN6709,38,59136.79,Business Owner,605.0,7657.91,36,3,Mortgage,Married,Debt Consolidation,0.127,0
LN6710,51,96472.14,Salaried,644.0,15194.02,60,2,Mortgage,Single,Home Improvement,0.203,0
LN6711,58,69178.5,Self-Employed,777.0,12049.86,24,5,Own,Single,Home Improvement,0.225,0
LN6712,52,45665.54,Unemployed,736.0,38445.7,24,1,Rent,Married,Business,0.767,0
LN6713,31,27120.83,Salaried,524.0,12054.94,48,1,Mortgage,Married,Other,0.37,1
LN6714,45,34294.03,Unemployed,562.0,6722.71,36,0,Own,Single,Education,0.183,1
LN6715,53,43008.26,Salaried,580.0,10083.86,24,1,Mortgage,Married,Business,0.234,0
LN6716,58,74203.38,Unemployed,610.0,6391.56,24,2,Mortgage,Married,Business,0.088,0
LN6717,61,48355.44,Self-Employed,596.0,11783.33,36,0,Rent,Married,Business,0.27,1
LN6718,28,35309.31,Salaried,653.0,38633.48,36,3,Mortgage,Single,Home Improvement,1.367,1
LN6719,31,33980.89,Salaried,716.0,28256.56,24,2,Mortgage,Married,Debt Consolidation,0.803,1
LN6720,42,47344.73,Salaried,731.0,45465.74,60,0,Own,Single,Medical,1.176,0
LN6721,44,76496.0,Salaried,621.0,17810.62,48,1,Rent,Single,Home Improvement,0.197,0
LN6722,61,108609.01,Salaried,503.0,14557.48,36,0,Rent,Single,Medical,0.11,0
LN6723,37,44228.1,Salaried,556.0,7339.49,36,3,Rent,Married,Medical,0.175,1
LN6724,32,47936.3,Salaried,603.0,15706.04,48,1,Own,Single,Education,0.272,0
LN6725,52,26716.3,Business Owner,538.0,12354.59,12,2,Mortgage,Single,Business,0.461,1
LN6726,35,129261.96,Salaried,753.0,21315.22,24,0,Rent,Single,Education,0.206,0
LN6727,36,24330.81,Salaried,544.0,6813.4,36,2,Rent,Married,Business,0.258,1
LN6728,42,88065.06,Self-Employed,706.0,13788.77,48,3,Rent,Divorced,Home Improvement,0.181,0
LN6729,48,40836.52,Salaried,499.0,5197.34,12,2,Rent,Divorced,Medical,0.121,1
LN6730,40,36327.01,Salaried,709.0,16359.56,60,0,Own,Single,Education,0.37,0
LN6731,53,28141.43,Salaried,637.0,20039.31,36,0,Rent,Single,Other,0.768,1
LN6732,30,163574.58,Unemployed,786.0,5049.75,24,1,Rent,Single,Home Improvement,0.038,0
LN6733,60,54761.67,Business Owner,548.0,5979.84,24,2,Rent,Married,Home Improvement,0.11,1
LN6734,52,49545.18,Salaried,599.0,6138.97,24,0,Mortgage,Single,Other,0.137,0
LN6735,53,76371.6,Self-Employed,617.0,12009.16,48,1,Mortgage,Single,Business,0.197,0
LN6736,22,35404.13,Salaried,636.0,5776.25,60,3,Mortgage,Married,Medical,0.195,0
LN6737,53,49066.07,Self-Employed,619.0,30549.21,36,0,Own,Single,Business,0.558,0
LN6738,53,50421.26,Self-Employed,621.0,17355.97,60,1,Mortgage,Single,Business,0.402,0
LN6739,61,37946.29,Self-Employed,619.0,19137.86,48,2,Rent,Single,Home Improvement,0.53,0
LN6740,33,89305.56,Salaried,464.0,5149.07,36,1,Own,Single,Business,0.068,0
LN6741,50,43944.06,Salaried,739.0,29024.83,36,2,Own,Married,Debt Consolidation,0.692,0
LN6742,53,22548.73,Salaried,850.0,19727.44,36,1,Own,Divorced,Other,0.756,0
LN6743,33,42161.02,Business Owner,677.0,8871.44,36,0,Mortgage,Single,Other,0.228,0
LN6744,46,55525.04,Self-Employed,548.0,5297.23,12,0,Rent,Single,Medical,0.1,0
LN6745,42,31358.9,Business Owner,557.0,12763.23,36,2,Own,Divorced,Other,0.431,1
LN6746,59,32620.71,Unemployed,705.0,10098.49,12,0,Own,Divorced,Business,0.384,0
LN6747,22,37304.55,Salaried,646.0,10353.13,48,0,Rent,Single,Business,0.346,0
LN6748,58,90275.18,Self-Employed,624.0,8749.4,48,0,Rent,Married,Education,0.1,0
LN6749,59,38423.36,Self-Employed,718.0,20596.19,24,1,Own,Single,Medical,0.551,0
LN6750,46,100163.44,Unemployed,464.0,2806.39,24,0,Rent,Married,Medical,0.03,0
LN6751,35,36045.05,Unemployed,718.0,31506.74,36,3,Rent,Divorced,Other,0.926,1
LN6752,54,57670.85,Self-Employed,671.0,24315.51,36,1,Rent,Married,Business,0.538,0
LN6753,62,39217.51,Salaried,560.0,15159.93,24,0,Mortgage,Married,Debt Consolidation,0.435,0
LN6754,64,71470.61,Business Owner,521.0,12253.28,36,0,Rent,Single,Education,0.161,0
LN6755,60,28025.3,Salaried,661.0,25586.76,24,2,Own,Married,Debt Consolidation,0.973,0
LN6756,31,71070.65,Business Owner,777.0,13025.24,12,2,Own,Married,Business,0.204,0
LN6757,23,51892.77,Unemployed,629.0,11304.34,12,3,Mortgage,Married,Medical,0.244,0
LN6758,26,35596.55,Salaried,573.0,26455.8,12,0,Mortgage,Single,Medical,0.812,0
LN6759,29,45111.35,Self-Employed,667.0,46912.41,48,0,Rent,Married,Debt Consolidation,0.924,0
LN6760,26,105548.67,Salaried,814.0,7460.64,60,4,Mortgage,Married,Home Improvement,0.058,0
LN6761,29,52518.58,Salaried,689.0,17238.14,36,3,Own,Single,Business,0.318,0
LN6762,59,34497.29,Salaried,699.0,6961.6,36,0,Mortgage,Single,Medical,0.205,0
LN6763,51,26840.13,Business Owner,760.0,18051.5,12,2,Mortgage,Single,Other,0.559,0
LN6764,52,63114.27,Unemployed,693.0,8375.71,36,3,Rent,Married,Home Improvement,0.16,0
LN6765,61,54063.94,Unemployed,580.0,27637.5,12,1,Mortgage,Married,Medical,0.497,1
LN6766,32,69390.85,Salaried,493.0,12580.82,36,1,Rent,Married,Other,0.228,0
LN6767,28,23597.3,Business Owner,567.0,13737.54,60,2,Rent,Single,Medical,0.511,1
LN6768,28,27278.93,Self-Employed,551.0,35549.06,24,2,Rent,Divorced,Home Improvement,1.08,1
LN6769,48,86980.53,Salaried,709.0,8605.86,48,0,Rent,Married,Debt Consolidation,0.103,0
LN6770,40,57853.59,Salaried,722.0,20148.91,12,0,Own,Single,Business,0.312,0
LN6771,27,64003.97,Salaried,666.0,9135.54,24,0,Rent,Single,Home Improvement,0.181,0
LN6772,31,30292.53,Unemployed,536.0,27385.76,12,2,Rent,Single,Home Improvement,0.728,1
LN6773,40,30016.62,Self-Employed,811.0,39028.73,24,1,Rent,Divorced,Medical,1.308,0
LN6774,36,80469.16,Self-Employed,613.0,11410.12,24,0,Rent,Single,Other,0.179,0
LN6775,24,82387.49,Salaried,704.0,3581.53,24,1,Rent,Single,Home Improvement,0.043,0
LN6776,26,28448.2,Self-Employed,654.0,8840.67,36,2,Rent,Single,Business,0.263,0
LN6777,42,25856.43,Salaried,669.0,57502.39,24,0,Rent,Married,Debt Consolidation,1.48,0
LN6778,46,46430.11,Salaried,701.0,9364.97,36,3,Own,Single,Other,0.212,1
LN6779,23,32870.33,Self-Employed,587.0,38662.01,60,3,Mortgage,Single,Debt Consolidation,1.05,1
LN6780,61,32529.79,Salaried,767.0,9285.68,36,4,Mortgage,Married,Debt Consolidation,0.295,0
LN6781,62,26220.87,Business Owner,508.0,9149.0,24,0,Mortgage,Married,Business,0.425,0
LN6782,34,38784.78,Salaried,557.0,21322.38,24,0,Rent,Married,Medical,0.68,0
LN6783,31,27519.57,Self-Employed,766.0,19842.96,48,2,Rent,Married,Other,0.595,0
LN6784,38,28347.65,Salaried,703.0,22276.88,36,2,Rent,Married,Other,0.692,0
LN6785,32,56908.27,Self-Employed,850.0,13399.15,36,0,Rent,Married,Business,0.221,0
LN6786,43,47686.37,Salaried,656.0,24850.08,12,1,Mortgage,Married,Other,0.572,1
LN6787,32,62469.85,Salaried,803.0,23787.13,36,1,Rent,Single,Home Improvement,0.373,0
LN6788,33,21493.02,Unemployed,483.0,26619.97,24,3,Mortgage,Married,Education,1.48,1
LN6789,45,49263.58,Salaried,523.0,9189.94,60,1,Mortgage,Single,Education,0.216,1
LN6790,39,138388.3,Business Owner,731.0,24839.18,48,1,Own,Single,Education,0.153,0
LN6791,56,40695.13,Unemployed,493.0,9771.24,12,2,Rent,Divorced,Debt Consolidation,0.267,1
LN6792,28,74041.02,Salaried,632.0,12157.96,36,0,Mortgage,Married,Other,0.141,0
LN6793,49,73718.08,Salaried,755.0,12009.15,24,2,Rent,Married,Business,0.151,0
LN6794,52,75553.73,Self-Employed,695.0,7340.32,36,1,Mortgage,Divorced,Other,0.086,0
LN6795,64,53280.77,Unemployed,651.0,4715.87,48,1,Own,Divorced,Business,0.078,0
LN6796,38,65058.56,Unemployed,610.0,27840.15,36,2,Mortgage,Married,Other,0.474,1
LN6797,26,69529.53,Salaried,668.0,8766.13,24,1,Mortgage,Married,Debt Consolidation,0.136,0
LN6798,38,67354.37,Business Owner,702.0,11363.44,24,1,Rent,Married,Home Improvement,0.15,0
LN6799,39,28037.3,Salaried,591.0,8617.67,48,0,Own,Single,Education,0.398,0
LN6800,42,20875.0,Unemployed,683.0,11453.0,36,0,Rent,Single,Education,0.555,1
LN6801,57,22543.64,Unemployed,747.0,9862.14,36,1,Rent,Married,Other,0.371,1
LN6802,52,42826.83,Salaried,630.0,28780.41,24,3,Rent,Single,Debt Consolidation,0.578,0
LN6803,61,65970.53,Salaried,656.0,9374.02,24,0,Mortgage,Single,Education,0.155,1
LN6804,23,28220.23,Salaried,694.0,37374.07,60,2,Rent,Single,Other,1.48,1
LN6805,48,77806.89,Salaried,700.0,26464.59,36,2,Mortgage,Single,Medical,0.369,0
LN6806,30,38134.03,Business Owner,729.0,10050.04,36,3,Own,Divorced,Other,0.336,0
LN6807,55,38315.98,Salaried,559.0,16185.76,36,2,Own,Married,Business,0.432,0
LN6808,49,32271.72,Salaried,602.0,18244.3,48,1,Rent,Married,Education,0.575,0
LN6809,35,19103.12,Salaried,606.0,22136.08,24,0,Own,Divorced,Education,1.217,0
LN6810,53,54976.28,Unemployed,569.0,23488.83,24,1,Mortgage,Divorced,Medical,0.491,1
LN6811,27,115420.11,Self-Employed,488.0,14942.72,36,2,Own,Married,Home Improvement,0.127,0
LN6812,32,47508.68,Salaried,357.0,7535.24,36,0,Mortgage,Divorced,Other,0.195,1
LN6813,50,19432.15,Salaried,758.0,19624.48,48,4,Own,Married,Home Improvement,0.823,0
LN6814,41,72415.19,Unemployed,510.0,11592.3,48,2,Rent,Single,Other,0.163,0
LN6815,51,21755.05,Business Owner,791.0,2506.08,24,2,Mortgage,Single,Medical,0.122,0
LN6816,44,26781.93,Salaried,717.0,16884.77,12,3,Rent,Married,Home Improvement,0.696,1
LN6817,40,43513.69,Salaried,613.0,8600.14,60,1,Rent,Married,Debt Consolidation,0.185,1
LN6818,57,52126.13,Salaried,705.0,10147.34,36,3,Rent,Married,Medical,0.197,0
LN6819,24,29604.1,Salaried,688.0,13408.08,36,0,Mortgage,Married,Other,0.472,0
LN6820,48,42673.87,Self-Employed,551.0,5259.61,36,5,Rent,Single,Business,0.141,1
LN6821,64,70093.21,Unemployed,649.0,14522.07,36,1,Mortgage,Single,Business,0.246,0
LN6822,40,75063.48,Salaried,562.0,11047.68,24,2,Mortgage,Married,Business,0.172,0
LN6823,44,91649.63,Business Owner,709.0,7892.5,48,0,Rent,Single,Other,0.084,0
LN6824,52,127351.89,Salaried,586.0,13735.58,48,0,Rent,Married,Education,0.14,0
LN6825,61,73492.94,Self-Employed,641.0,4845.87,36,1,Rent,Married,Medical,0.081,0
LN6826,56,43986.22,Self-Employed,637.0,13979.9,36,0,Rent,Married,Medical,0.296,0
LN6827,54,75331.74,Salaried,661.0,17718.41,12,1,Own,Single,Home Improvement,0.211,0
LN6828,56,61905.12,Salaried,800.0,16044.95,12,2,Rent,Married,Medical,0.248,0
LN6829,22,63144.66,Self-Employed,628.0,21446.8,24,0,Own,Married,Medical,0.349,1
LN6830,35,53562.76,Salaried,760.0,26881.98,24,1,Mortgage,Divorced,Home Improvement,0.615,0
LN6831,54,31069.22,Salaried,693.0,12723.31,60,2,Rent,Married,Medical,0.487,0
LN6832,56,29317.85,Salaried,778.0,25777.82,48,1,Rent,Married,Medical,1.078,0
LN6833,26,46697.27,Unemployed,620.0,12694.81,36,4,Own,Single,Debt Consolidation,0.254,0
LN6834,59,52809.96,Salaried,713.0,8780.81,36,3,Own,Married,Other,0.182,0
LN6835,62,34901.31,Business Owner,645.0,10554.94,24,3,Own,Divorced,Home Improvement,0.285,1
LN6836,32,60577.02,Salaried,381.0,15680.71,60,0,Mortgage,Single,Debt Consolidation,0.221,1
LN6837,23,138743.61,Business Owner,552.0,25619.44,24,1,Rent,Single,Education,0.211,0
LN6838,38,20492.92,Self-Employed,702.0,13371.46,12,1,Rent,Single,Home Improvement,0.569,0
LN6839,60,65586.31,Business Owner,696.0,8917.81,36,3,Rent,Married,Other,0.154,0
LN6840,41,47430.12,Salaried,533.0,31778.84,48,3,Rent,Married,Medical,0.753,1
LN6841,35,61409.99,Self-Employed,670.0,5648.3,48,2,Mortgage,Single,Medical,0.111,0
LN6842,53,39523.18,Self-Employed,695.0,8952.4,12,6,Own,Divorced,Debt Consolidation,0.197,0
LN6843,55,45568.41,Salaried,647.0,22826.34,48,1,Own,Married,Debt Consolidation,0.597,0
LN6844,46,52299.93,Salaried,716.0,38556.28,24,0,Rent,Single,Education,0.958,0
LN6845,28,42158.14,Salaried,703.0,17825.92,12,0,Rent,Single,Education,0.518,0
LN6846,56,22919.18,Salaried,647.0,15520.74,48,0,Rent,Single,Other,0.796,0
LN6847,50,43610.03,Business Owner,604.0,11220.31,48,2,Mortgage,Married,Medical,0.291,0
LN6848,43,24143.81,Salaried,744.0,18561.46,36,4,Mortgage,Single,Business,0.777,0
LN6849,62,67954.7,Salaried,692.0,14438.02,36,1,Rent,Married,Education,0.248,0
LN6850,64,19287.79,Self-Employed,526.0,8495.41,48,0,Own,Married,Medical,0.512,1
LN6851,34,81987.92,Salaried,670.0,11098.93,48,2,Rent,Married,Education,0.151,0
LN6852,34,60765.74,Salaried,546.0,7938.92,48,0,Mortgage,Single,Home Improvement,0.157,0
LN6853,22,60882.09,Salaried,563.0,13469.31,36,0,Own,Married,Debt Consolidation,0.227,0
LN6854,57,16611.41,Unemployed,591.0,14722.08,60,1,Rent,Married,Medical,0.763,0
LN6855,25,41593.55,Business Owner,654.0,35618.84,60,1,Mortgage,Single,Education,0.924,0
LN6856,58,87271.72,Business Owner,684.0,9335.33,12,1,Rent,Single,Debt Consolidation,0.1,0
LN6857,61,37823.88,Salaried,613.0,11986.47,48,1,Rent,Married,Business,0.314,0
LN6858,34,28594.48,Business Owner,617.0,28438.77,36,3,Mortgage,Married,Education,0.804,0
LN6859,59,47508.68,Salaried,605.0,39460.43,24,1,Rent,Single,Medical,1.097,1
LN6860,45,47375.53,Salaried,744.0,17762.18,36,1,Mortgage,Married,Home Improvement,0.452,0
LN6861,40,32026.37,Salaried,393.0,11474.27,12,2,Mortgage,Married,Debt Consolidation,0.384,1
LN6862,22,90844.87,Self-Employed,622.0,10058.66,36,1,Rent,Divorced,Debt Consolidation,0.089,0
LN6863,59,47461.13,Salaried,789.0,4421.17,48,1,Mortgage,Single,Home Improvement,0.096,0
LN6864,26,37131.29,Salaried,697.0,7656.72,24,1,Own,Married,Medical,0.195,0
LN6865,37,25573.92,Salaried,764.0,14199.15,36,0,Rent,Single,Other,0.577,0
LN6866,45,62456.36,Salaried,467.0,11984.97,60,2,Mortgage,Married,Business,0.192,0
LN6867,48,61749.01,Self-Employed,538.0,19419.73,36,0,Rent,Married,Other,0.398,1
LN6868,22,32987.88,Salaried,696.0,11883.17,24,2,Rent,Single,Home Improvement,0.296,0
LN6869,55,16023.88,Self-Employed,790.0,8641.8,36,1,Mortgage,Married,Business,0.616,0
LN6870,57,60197.2,Salaried,547.0,16396.23,36,2,Mortgage,Single,Medical,0.334,0
LN6871,25,44649.5,Business Owner,615.0,60063.59,36,0,Mortgage,Married,Education,1.48,1
LN6872,21,57990.56,Self-Employed,686.0,11043.42,48,2,Mortgage,Single,Education,0.169,1
LN6873,60,130429.39,Salaried,519.0,14520.73,36,3,Rent,Married,Other,0.119,0
LN6874,32,48367.53,Salaried,697.0,22206.83,48,2,Rent,Single,Medical,0.377,0
LN6875,56,37914.19,Self-Employed,409.0,9480.85,36,0,Own,Married,Business,0.262,1
LN6876,43,27621.2,Business Owner,694.0,28671.38,24,1,Rent,Married,Other,0.895,1
LN6877,51,41931.35,Salaried,560.0,5180.08,36,0,Rent,Married,Home Improvement,0.151,0
LN6878,31,53118.93,Salaried,610.0,10460.52,48,2,Mortgage,Single,Other,0.169,0
LN6879,30,50344.96,Business Owner,709.0,11084.11,36,3,Rent,Married,Medical,0.233,1
LN6880,23,116044.92,Self-Employed,690.0,14628.03,12,1,Rent,Single,Medical,0.134,0
LN6881,34,62915.18,Salaried,649.0,4093.32,24,1,Mortgage,Married,Education,0.084,0
LN6882,36,45825.66,Salaried,737.0,30080.85,24,1,Mortgage,Married,Home Improvement,0.74,0
LN6883,30,34431.24,Salaried,497.0,17129.04,24,4,Rent,Married,Education,0.47,1
LN6884,49,56012.85,Self-Employed,668.0,26204.83,36,1,Mortgage,Married,Business,0.431,0
LN6885,30,31147.71,Salaried,579.0,35165.52,12,1,Mortgage,Single,Business,0.976,1
LN6886,32,53632.77,Unemployed,733.0,8566.9,48,0,Rent,Married,Debt Consolidation,0.188,0
LN6887,50,62549.09,Salaried,712.0,2991.07,24,1,Rent,Single,Medical,0.055,0
LN6888,61,43992.48,Salaried,715.0,26577.48,24,1,Mortgage,Divorced,Home Improvement,0.668,0
LN6889,21,35769.71,Self-Employed,798.0,11250.53,36,2,Own,Divorced,Home Improvement,0.258,0
LN6890,25,16438.01,Unemployed,751.0,6768.93,24,0,Mortgage,Married,Education,0.486,1
LN6891,40,86848.31,Business Owner,636.0,18878.52,48,1,Mortgage,Divorced,Other,0.244,0
LN6892,28,59973.03,Salaried,650.0,58579.15,12,1,Mortgage,Single,Other,1.252,0
LN6893,63,60706.66,Self-Employed,704.0,12514.66,36,0,Mortgage,Divorced,Education,0.225,0
LN6894,32,22456.24,Self-Employed,662.0,23639.39,48,1,Own,Single,Other,1.002,0
LN6895,21,97725.65,Salaried,713.0,7387.16,36,2,Mortgage,Married,Home Improvement,0.075,0
LN6896,40,38847.21,Salaried,449.0,4855.88,24,2,Mortgage,Married,Education,0.111,1
LN6897,48,42429.64,Salaried,819.0,23117.94,36,2,Mortgage,Single,Other,0.633,0
LN6898,63,28720.22,Salaried,655.0,18539.22,48,1,Mortgage,Single,Debt Consolidation,0.745,0
LN6899,57,20060.88,Unemployed,504.0,10102.91,60,3,Mortgage,Single,Medical,0.453,1
LN6900,57,87436.94,Salaried,568.0,37187.63,48,3,Rent,Divorced,Debt Consolidation,0.374,0
LN6901,32,93274.19,Unemployed,458.0,4634.61,24,1,Own,Single,Other,0.042,0
LN6902,57,45127.0,Salaried,552.0,6386.76,60,0,Rent,Married,Business,0.178,0
LN6903,64,34902.29,Self-Employed,637.0,9645.82,12,1,Rent,Married,Home Improvement,0.253,0
LN6904,48,40598.16,Salaried,786.0,10787.7,12,0,Mortgage,Single,Debt Consolidation,0.258,0
LN6905,35,41158.78,Salaried,687.0,32183.62,48,1,Rent,Married,Debt Consolidation,0.735,1
LN6906,26,26905.07,Salaried,671.0,13759.97,24,0,Own,Married,Education,0.515,0
LN6907,64,42356.3,Salaried,548.0,11899.21,12,2,Mortgage,Single,Education,0.325,0
LN6908,40,52920.76,Self-Employed,576.0,6235.39,24,1,Mortgage,Married,Education,0.146,0
LN6909,34,81558.73,Salaried,583.0,25641.83,36,2,Own,Single,Other,0.28,0
LN6910,22,49371.18,Business Owner,586.0,6754.85,48,2,Mortgage,Single,Business,0.156,0
LN6911,29,22288.46,Salaried,618.0,6218.18,36,0,Mortgage,Married,Debt Consolidation,0.272,0
LN6912,57,58499.53,Salaried,625.0,10507.51,24,1,Rent,Married,Medical,0.232,0
LN6913,40,43132.62,Salaried,619.0,14734.05,36,2,Rent,Divorced,Education,0.324,0
LN6914,46,97266.01,Unemployed,590.0,8672.52,60,0,Own,Divorced,Business,0.072,0
LN6915,49,100180.51,Self-Employed,662.0,20418.78,48,1,Mortgage,Married,Other,0.216,0
LN6916,21,101948.92,Salaried,622.0,11273.55,24,2,Mortgage,Single,Business,0.097,0
LN6917,55,37019.72,Salaried,506.0,25126.07,60,1,Mortgage,Single,Education,0.558,1
LN6918,26,132578.15,Salaried,653.0,18089.13,48,1,Rent,Single,Home Improvement,0.157,0
LN6919,57,58423.37,Unemployed,639.0,39139.51,12,0,Mortgage,Married,Debt Consolidation,0.781,0
LN6920,25,110546.35,Self-Employed,508.0,10246.2,12,0,Own,Married,Education,0.095,0
LN6921,53,38127.47,Salaried,597.0,22167.5,24,0,Rent,Single,Medical,0.662,0
LN6922,34,42222.21,Self-Employed,704.0,4572.95,48,3,Rent,Single,Debt Consolidation,0.116,0
LN6923,32,56219.2,Salaried,548.0,75734.96,24,1,Mortgage,Married,Business,1.48,1
LN6924,62,52888.37,Unemployed,538.0,21512.04,36,2,Mortgage,Single,Medical,0.447,1
LN6925,40,91803.52,Salaried,621.0,11183.73,12,0,Own,Married,Debt Consolidation,0.138,0
LN6926,44,43648.99,Self-Employed,706.0,11436.04,60,3,Own,Married,Medical,0.236,0
LN6927,63,87755.3,Salaried,813.0,11519.38,24,0,Own,Married,Business,0.123,0
LN6928,54,70694.09,Self-Employed,709.0,40296.58,60,1,Mortgage,Single,Education,0.581,0
LN6929,45,44059.84,Business Owner,748.0,22905.44,60,0,Rent,Divorced,Medical,0.532,0
LN6930,49,68005.12,Self-Employed,681.0,10239.51,12,2,Mortgage,Single,Education,0.179,0
LN6931,59,38691.2,Self-Employed,588.0,6353.18,36,0,Own,Divorced,Business,0.162,0
LN6932,51,158752.7,Business Owner,709.0,27382.59,12,1,Mortgage,Single,Business,0.152,0
LN6933,63,15000.0,Salaried,642.0,22095.5,60,5,Mortgage,Divorced,Medical,1.364,1
LN6934,43,68629.08,Salaried,684.0,20410.86,36,0,Rent,Married,Medical,0.27,0
LN6935,64,20286.32,Salaried,565.0,12705.03,12,1,Mortgage,Single,Business,0.73,1
LN6936,58,50438.32,Unemployed,692.0,11161.54,12,1,Mortgage,Married,Medical,0.264,0
LN6937,40,46966.79,Salaried,639.0,36722.1,24,1,Mortgage,Married,Medical,0.903,0
LN6938,43,50642.455,Self-Employed,671.0,38830.51,60,2,Own,Single,Medical,0.376,0
LN6939,36,34680.19,Self-Employed,642.0,19615.49,36,2,Own,Single,Other,0.704,0
LN6940,62,94278.27,Salaried,625.0,23906.47,48,1,Own,Married,Medical,0.328,0
LN6941,28,27189.65,Salaried,694.0,15392.86,24,2,Mortgage,Married,Debt Consolidation,0.642,1
LN6942,41,96118.29,Salaried,613.0,5872.34,12,1,Own,Married,Business,0.075,0
LN6943,21,38670.31,Salaried,507.0,7421.63,60,4,Mortgage,Married,Business,0.202,0
LN6944,28,50854.16,Salaried,481.0,26574.55,12,2,Rent,Married,Home Improvement,0.662,0
LN6945,49,41432.08,Salaried,667.0,28687.68,60,0,Rent,Married,Education,0.842,1
LN6946,52,93076.94,Business Owner,610.0,25146.56,24,3,Rent,Married,Home Improvement,0.35,0
LN6947,58,84446.2,Unemployed,494.0,16442.61,12,3,Rent,Single,Medical,0.216,1
LN6948,25,61190.72,Salaried,660.0,25713.7,36,1,Mortgage,Divorced,Medical,0.5,1
LN6949,42,27558.49,Salaried,642.0,12901.74,60,1,Rent,Single,Debt Consolidation,0.502,0
LN6950,54,34285.89,Salaried,605.0,19396.23,60,1,Mortgage,Single,Debt Consolidation,0.526,0
LN6951,21,29310.81,Self-Employed,672.0,11815.77,24,0,Mortgage,Married,Debt Consolidation,0.394,0
LN6952,46,15929.51,Business Owner,768.0,7086.37,24,0,Mortgage,Married,Debt Consolidation,0.555,0
LN6953,63,92102.66,Salaried,766.0,22443.21,36,2,Own,Single,Debt Consolidation,0.202,0
LN6954,30,41609.69,Salaried,663.0,28712.12,36,3,Rent,Single,Debt Consolidation,0.756,0
LN6955,50,41388.28,Business Owner,642.0,58945.89,48,0,Own,Married,Debt Consolidation,1.405,1
LN6956,38,103574.98,Self-Employed,664.0,15652.99,24,2,Mortgage,Divorced,Debt Consolidation,0.15,0
LN6957,37,38638.55,Salaried,678.0,7124.64,60,0,Mortgage,Married,Other,0.229,0
LN6958,46,32201.38,Self-Employed,626.0,10970.18,36,0,Own,Married,Debt Consolidation,0.418,0
LN6959,28,43810.43,Salaried,666.0,12313.67,48,1,Own,Single,Business,0.309,0
LN6960,60,27824.31,Salaried,508.0,14604.7,36,3,Own,Single,Debt Consolidation,0.492,1
LN6961,32,58231.28,Business Owner,657.0,17721.36,36,0,Mortgage,Single,Education,0.316,0
LN6962,47,40666.87,Business Owner,693.0,16610.36,60,1,Rent,Single,Debt Consolidation,0.41,0
LN6963,28,38038.89,Salaried,606.0,21295.46,36,1,Mortgage,Married,Other,0.547,0
LN6964,45,36426.38,Unemployed,641.0,15039.78,48,4,Own,Single,Medical,0.352,0
LN6965,24,46485.2,Salaried,550.0,3515.1,60,0,Rent,Single,Other,0.081,1
LN6966,53,51110.26,Business Owner,537.0,15310.29,36,0,Rent,Married,Other,0.285,0
LN6967,21,37798.04,Salaried,669.0,14073.35,36,0,Own,Divorced,Medical,0.421,0
LN6968,39,40970.89,Business Owner,584.0,18585.93,12,1,Mortgage,Divorced,Debt Consolidation,0.435,0
LN6969,51,47062.82,Unemployed,490.0,10754.83,12,2,Rent,Married,Debt Consolidation,0.232,1
